bc/ent_loss,bc/batch,bc/l2_loss,batch_size,bc/samples_so_far,bc/l2_norm,bc/loss,bc/entropy,bc/neglogp,bc/prob_true_act,bc/epoch
0.008850792422890663,20000,0.0,32,640032,3470.39794921875,-8.208191871643066,-8.850791931152344,-8.217042922973633,10868.66015625,25
0.008961260318756104,20500,0.0,32,656032,3489.254150390625,-9.765506744384766,-8.961259841918945,-9.774468421936035,22795.19921875,26
0.0077685946598649025,21000,0.0,32,672032,3514.947021484375,-6.7133355140686035,-7.768594264984131,-6.721104145050049,3344.3349609375,26
0.0073315841145813465,21500,0.0,32,688032,3520.197998046875,-7.889497756958008,-7.3315839767456055,-7.896829128265381,3817.49560546875,27
0.007193861994892359,22000,0.0,32,704032,3525.459716796875,-7.742954254150391,-7.193861484527588,-7.750148296356201,3383.81689453125,27
0.007167141418904066,22500,0.0,32,720032,3532.336181640625,-7.801091194152832,-7.167140960693359,-7.808258533477783,3532.866455078125,28
0.007231881842017174,23000,0.0,32,736032,3538.928466796875,-7.3705644607543945,-7.231881618499756,-7.377796173095703,2676.83154296875,29
0.0073124198243021965,23500,0.0,32,752032,3543.92333984375,-7.982489109039307,-7.312419414520264,-7.989801406860352,3314.28759765625,29
0.007405680138617754,24000,0.0,32,768032,3552.12890625,-5.736339569091797,-7.405679702758789,-5.74374532699585,680.735595703125,30
0.0076338183134794235,24500,0.0,32,784032,3559.843994140625,-8.01686954498291,-7.63381814956665,-8.024503707885742,4231.357421875,31
0.007846487686038017,25000,0.0,32,800032,3569.697509765625,-8.097636222839355,-7.846487522125244,-8.105483055114746,6087.388671875,31
0.00800695177167654,25500,0.0,32,816032,3576.864501953125,-8.401001930236816,-8.006951332092285,-8.409008979797363,5908.7890625,32
0.008175170049071312,26000,0.0,32,832032,3583.98095703125,-8.485393524169922,-8.175169944763184,-8.493568420410156,7648.46435546875,33
0.008044823072850704,26500,0.0,32,848032,3604.68212890625,-8.593158721923828,-8.044822692871094,-8.601203918457031,7269.408203125,33
0.007719588931649923,27000,0.0,32,864032,3609.52392578125,-7.06736421585083,-7.719588756561279,-7.0750837326049805,4302.712890625,34
0.007472324650734663,27500,0.0,32,880032,3610.329345703125,-7.885294437408447,-7.472324371337891,-7.892766952514648,3900.987548828125,34
0.007411741651594639,28000,0.0,32,896032,3610.47265625,-7.443538188934326,-7.411741256713867,-7.4509501457214355,2982.45556640625,35
0.007393123582005501,28500,0.0,32,912032,3610.630859375,-7.778615951538086,-7.393123149871826,-7.786009311676025,3912.3662109375,36
0.007470731157809496,29000,0.0,32,928032,3611.411865234375,-7.790215492248535,-7.470730781555176,-7.7976861000061035,3624.74169921875,36
0.00750176515430212,29500,0.0,32,944032,3611.7197265625,-7.740307807922363,-7.50176477432251,-7.747809410095215,3576.05322265625,37
0.0075025660917162895,30000,0.0,32,960032,3611.755859375,-8.186934471130371,-7.502565860748291,-8.194437026977539,4412.3935546875,38
0.007488352246582508,30500,0.0,32,976032,3611.76025390625,-7.979462623596191,-7.488351821899414,-7.986950874328613,4323.513671875,38
0.007592248264700174,31000,0.0,32,992032,3612.60986328125,-8.008459091186523,-7.59224796295166,-8.016051292419434,4409.5029296875,39
0.007567657623440027,31500,0.0,32,1008032,3612.472412109375,-7.938817501068115,-7.567657470703125,-7.946385383605957,4258.49951171875,40
0.007576814386993647,32000,0.0,32,1024032,3612.38818359375,-8.176193237304688,-7.5768141746521,-8.183770179748535,4990.5517578125,40
0.007623522076755762,32500,0.0,32,1040032,3613.0908203125,-7.808520317077637,-7.62352180480957,-7.816143989562988,4541.4326171875,41
0.007615193258970976,33000,0.0,32,1056032,3612.89453125,-7.930039405822754,-7.615192890167236,-7.937654495239258,4283.78173828125,41
0.0076776170171797276,33500,0.0,32,1072032,3613.636474609375,-8.25454044342041,-7.677616596221924,-8.262218475341797,5358.541015625,42
0.007662493269890547,34000,0.0,32,1088032,3613.304443359375,-8.00505542755127,-7.662492752075195,-8.012718200683594,4891.78564453125,43
0.007628174498677254,34500,0.0,32,1104032,3613.05712890625,-8.609480857849121,-7.628174304962158,-8.617109298706055,6126.1318359375,43
0.007692529354244471,35000,0.0,32,1120032,3613.6640625,-8.034423828125,-7.692529201507568,-8.042116165161133,4454.26513671875,44
0.007654713932424784,35500,0.0,32,1136032,3613.37841796875,-8.361432075500488,-7.6547136306762695,-8.369087219238281,5428.80078125,45
0.007710011210292578,36000,0.0,32,1152032,3614.008544921875,-8.289050102233887,-7.710011005401611,-8.296760559082031,5360.7373046875,45
0.007688354700803757,36500,0.0,32,1168032,3613.698974609375,-8.026773452758789,-7.6883544921875,-8.034461975097656,4563.208984375,46
0.007663344498723745,37000,0.0,32,1184032,3613.5576171875,-7.294297218322754,-7.663343906402588,-7.301960468292236,2185.283203125,47
0.007733006961643696,37500,0.0,32,1200032,3614.019775390625,-8.470495223999023,-7.733006477355957,-8.478228569030762,6041.8125,47
0.007691196631640196,38000,0.0,32,1216032,3613.72119140625,-8.113188743591309,-7.691196441650391,-8.120880126953125,4645.35205078125,48
0.0077476114965975285,38500,0.0,32,1232032,3614.31201171875,-8.51036262512207,-7.747611045837402,-8.518110275268555,5871.7587890625,48
0.007722456473857164,39000,0.0,32,1248032,3613.96240234375,-8.210835456848145,-7.722455978393555,-8.218558311462402,5451.0927734375,49
