bc/batch,bc/l2_loss,bc/l2_norm,bc/loss,batch_size,bc/epoch,bc/prob_true_act,bc/ent_loss,bc/samples_so_far,bc/neglogp,bc/entropy
0,0.0,672.500244140625,1.6104882955551147,32,0,0.19947008788585663,-0.001609423547051847,32,1.6120977401733398,1.6094235181808472
500,0.0,949.0986938476562,0.41574782133102417,32,16,0.7762359976768494,-0.0003396380925551057,16032,0.41608744859695435,0.3396380841732025
1000,0.0,1165.7147216796875,0.018798546865582466,32,32,0.9821968078613281,-6.408148328773677e-05,32032,0.01886262744665146,0.06408148258924484
1500,0.0,1291.5509033203125,0.030383668839931488,32,48,0.974101185798645,-5.6877317547332495e-05,48032,0.030440546572208405,0.056877315044403076
