bc/l2_loss,bc/l2_norm,bc/neglogp,bc/prob_true_act,bc/samples_so_far,bc/ent_loss,bc/loss,bc/batch,bc/entropy,bc/epoch,batch_size
0.0,9167.658203125,0.00035455822944641113,0.999646008014679,704032,-2.5018762244144455e-06,0.0003520563477650285,22000,0.0025018760934472084,25,32
0.0,9315.7861328125,0.009861532598733902,0.9915064573287964,720032,-1.9183924450771883e-05,0.009842348285019398,22500,0.019183924421668053,26,32
0.0,9457.9140625,0.0037789493799209595,0.996384859085083,736032,-1.447352406103164e-05,0.003764475928619504,23000,0.014473523013293743,27,32
0.0,9588.9521484375,0.1109367087483406,0.9629551768302917,752032,-2.9928723961347714e-05,0.11090677976608276,23500,0.029928723350167274,27,32
0.0,9783.02734375,0.012035707011818886,0.9886622428894043,768032,-4.062254083692096e-05,0.011995084583759308,24000,0.040622539818286896,28,32
0.0,9960.216796875,0.016768567264080048,0.9860244393348694,784032,-3.3050222555175424e-05,0.016735516488552094,24500,0.03305022045969963,28,32
0.0,10084.75,0.0072418879717588425,0.9930413961410522,800032,-2.6788035029312596e-05,0.00721509987488389,25000,0.026788033545017242,29,32
0.0,10262.197265625,0.001303061842918396,0.9987138509750366,816032,-6.16895795246819e-06,0.001296892878599465,25500,0.0061689577996730804,30,32
0.0,10431.2138671875,0.006149955093860626,0.9943680763244629,832032,-1.6127431081258692e-05,0.006133827846497297,26000,0.01612742990255356,30,32
0.0,10620.052734375,0.004353441298007965,0.9958611726760864,848032,-1.4729017493664287e-05,0.004338712431490421,26500,0.014729016460478306,31,32
0.0,10765.2939453125,0.2769363820552826,0.9617140293121338,864032,-2.1143712729099207e-05,0.2769152522087097,27000,0.021143712103366852,31,32
0.0,10955.7705078125,0.0014497525990009308,0.9985643625259399,880032,-7.347483006014954e-06,0.0014424051623791456,27500,0.007347482722252607,32,32
0.0,11082.0654296875,0.0051131099462509155,0.995019257068634,896032,-2.0839699573116377e-05,0.005092270206660032,28000,0.020839698612689972,33,32
0.0,11231.6201171875,0.0003322213888168335,0.9996686577796936,912032,-2.0977195163141005e-06,0.0003301236720290035,28500,0.0020977193489670753,33,32
0.0,11428.703125,0.007214631885290146,0.993506133556366,928032,-1.7519814718980342e-05,0.0071971118450164795,29000,0.017519813030958176,34,32
0.0,11597.40234375,0.04194341599941254,0.975976824760437,944032,-2.5199859010172077e-05,0.04191821441054344,29500,0.025199858471751213,34,32
0.0,11772.4365234375,0.005226441193372011,0.9951862692832947,960032,-1.5969471860444173e-05,0.00521047180518508,30000,0.015969472005963326,35,32
0.0,11937.1826171875,0.043599098920822144,0.9702461957931519,976032,-5.06306387251243e-05,0.04354846850037575,30500,0.050630636513233185,35,32
0.0,12103.2216796875,0.0036002174019813538,0.9965651035308838,992032,-1.2233806046424434e-05,0.003587983548641205,31000,0.01223380584269762,36,32
0.0,12262.640625,0.009629830718040466,0.9915318489074707,1008032,-2.1252841179375537e-05,0.009608577936887741,31500,0.021252840757369995,37,32
0.0,12390.6953125,0.008520841598510742,0.992344856262207,1024032,-2.133228008460719e-05,0.008499509654939175,32000,0.021332278847694397,37,32
0.0,12537.853515625,0.0016901865601539612,0.9983193874359131,1040032,-9.580040568835102e-06,0.001680606510490179,32500,0.009580040350556374,38,32
0.0,12664.1875,0.002210225909948349,0.9978184700012207,1056032,-1.0505469617783092e-05,0.0021997203584760427,33000,0.010505469515919685,38,32
0.0,12791.58203125,0.001561686396598816,0.9984617829322815,1072032,-7.3446822170808446e-06,0.0015543417539447546,33500,0.007344681769609451,39,32
0.0,12948.5810546875,0.0014043506234884262,0.9986244440078735,1088032,-5.985146799503127e-06,0.0013983654789626598,34000,0.005985146388411522,40,32
0.0,13151.580078125,0.02596941590309143,0.9813563823699951,1104032,-3.455536352703348e-05,0.025934860110282898,34500,0.03455536067485809,40,32
0.0,13300.978515625,0.001375000923871994,0.9986516833305359,1120032,-5.9815765780513175e-06,0.0013690193882212043,35000,0.0059815761633217335,41,32
0.0,13390.966796875,0.0003555864095687866,0.9996451139450073,1136032,-2.380473688390339e-06,0.00035320594906806946,35500,0.0023804735392332077,41,32
0.0,13593.6201171875,0.00041316449642181396,0.9995882511138916,1152032,-2.471197603881592e-06,0.0004106932901777327,36000,0.0024711973965168,42,32
0.0,13769.4052734375,0.004701796919107437,0.9955579042434692,1168032,-1.546917155792471e-05,0.004686327651143074,36500,0.015469171106815338,43,32
0.0,13893.12109375,0.0009245947003364563,0.9990812540054321,1184032,-5.043285000283504e-06,0.0009195514139719307,37000,0.005043284967541695,43,32
0.0,14070.544921875,9.686686098575592e-05,0.9999032616615295,1200032,-7.237399586301763e-07,9.61431214818731e-05,37500,0.0007237399113364518,44,32
0.0,14170.7646484375,0.08782299607992172,0.9579499363899231,1216032,-4.057366822962649e-05,0.08778242021799088,38000,0.040573667734861374,44,32
0.0,14272.2939453125,0.004030711017549038,0.9960809946060181,1232032,-1.6500129277119413e-05,0.0040142107754945755,38500,0.01650012843310833,45,32
0.0,14453.3505859375,8.286908268928528e-05,0.9999171495437622,1248032,-6.883377068334084e-07,8.218074799515307e-05,39000,0.0006883376627229154,45,32
0.0,14580.6171875,0.00043827295303344727,0.9995644092559814,1264032,-2.412692083453294e-06,0.0004358602745924145,39500,0.0024126919452100992,46,32
0.0,14716.51953125,0.001053268788382411,0.9989628195762634,1280032,-5.4799907047708984e-06,0.0010477887699380517,40000,0.005479990504682064,47,32
0.0,14866.9765625,0.009178142994642258,0.9918063282966614,1296032,-2.2600086595048197e-05,0.009155542589724064,40500,0.0226000864058733,47,32
0.0,15010.2119140625,0.003907343372702599,0.9963018894195557,1312032,-1.2728802175843157e-05,0.0038946145214140415,41000,0.012728801928460598,48,32
0.0,15156.4697265625,0.004296984523534775,0.9958506226539612,1328032,-1.5846720998524688e-05,0.004281137604266405,41500,0.015846719965338707,48,32
0.0,15376.318359375,0.016968771815299988,0.9868049621582031,1344032,-2.2933503714739345e-05,0.016945838928222656,42000,0.02293350175023079,49,32
