batch_size,bc/l2_loss,bc/loss,bc/epoch,bc/l2_norm,bc/neglogp,bc/samples_so_far,bc/entropy,bc/ent_loss,bc/prob_true_act,bc/batch
32,0.0,-8.118392944335938,21,2940.86767578125,-8.125937461853027,736032,-7.544557094573975,0.007544557563960552,4221.4287109375,23000
32,0.0,-8.148947715759277,22,2940.7705078125,-8.156473159790039,752032,-7.5253705978393555,0.0075253709219396114,4768.1689453125,23500
32,0.0,-8.279838562011719,22,2941.5849609375,-8.28744888305664,768032,-7.610105991363525,0.007610106375068426,4927.69482421875,24000
32,0.0,-7.991237640380859,22,2941.373779296875,-7.9988203048706055,784032,-7.5826191902160645,0.007582619320601225,4746.05859375,24500
32,0.0,-7.757612705230713,23,2941.223388671875,-7.765195369720459,800032,-7.582886695861816,0.007582887075841427,3910.4873046875,25000
32,0.0,-8.0513916015625,23,2941.86669921875,-8.05903148651123,816032,-7.639556407928467,0.007639556657522917,4922.443359375,25500
32,0.0,-8.003540992736816,24,2941.6298828125,-8.011154174804688,832032,-7.613358020782471,0.007613358553498983,4215.7294921875,26000
32,0.0,-8.516255378723145,24,2942.306884765625,-8.523935317993164,848032,-7.680233955383301,0.007680234499275684,5874.28515625,26500
32,0.0,-8.19448471069336,25,2942.01318359375,-8.202134132385254,864032,-7.6490092277526855,0.007649009581655264,5029.1455078125,27000
32,0.0,-8.181378364562988,25,2941.8330078125,-8.189007759094238,880032,-7.6294145584106445,0.0076294150203466415,4592.80712890625,27500
32,0.0,-7.867153644561768,26,2942.396484375,-7.874842166900635,896032,-7.6885600090026855,0.007688560523092747,4461.6103515625,28000
32,0.0,-7.794302463531494,26,2942.14892578125,-7.801980018615723,912032,-7.6775312423706055,0.00767753180116415,4535.9033203125,28500
32,0.0,-8.273198127746582,27,2942.780029296875,-8.280929565429688,928032,-7.731548309326172,0.007731548510491848,5563.7822265625,29000
32,0.0,-8.385364532470703,27,2942.474365234375,-8.393070220947266,944032,-7.705376625061035,0.007705376949161291,5757.72998046875,29500
32,0.0,-5.391757488250732,28,2942.376708984375,-5.399466514587402,960032,-7.709098815917969,0.007709098979830742,348.1473388671875,30000
32,0.0,-8.266951560974121,28,2942.77099609375,-8.274676322937012,976032,-7.7248101234436035,0.007724810391664505,5223.89306640625,30500
32,0.0,-8.2365083694458,29,2942.470458984375,-8.24421501159668,992032,-7.706708908081055,0.0077067092061042786,5254.0400390625,31000
32,0.0,-8.117900848388672,29,2943.037109375,-8.125656127929688,1008032,-7.754861831665039,0.007754862308502197,5318.29443359375,31500
32,0.0,-8.142411231994629,30,2942.676513671875,-8.150130271911621,1024032,-7.718832969665527,0.007718833163380623,5524.47509765625,32000
32,0.0,-8.265353202819824,30,2943.259033203125,-8.273125648498535,1040032,-7.772508144378662,0.007772508542984724,5209.59765625,32500
32,0.0,-8.24476432800293,30,2942.873046875,-8.252508163452148,1056032,-7.743915557861328,0.007743916008621454,5226.22314453125,33000
32,0.0,-1.829157829284668,31,2942.8515625,-1.8368940353393555,1072032,-7.736240863800049,0.007736241444945335,8.916411399841309,33500
32,0.0,-8.040777206420898,31,2943.072265625,-8.048534393310547,1088032,-7.757312774658203,0.007757313083857298,4967.107421875,34000
32,0.0,-8.301568031311035,32,2942.732666015625,-8.30928897857666,1104032,-7.721107006072998,0.007721107453107834,5379.53857421875,34500
32,0.0,-7.9173808097839355,32,2943.276123046875,-7.925156593322754,1120032,-7.775571346282959,0.007775571662932634,5015.33984375,35000
32,0.0,-8.271925926208496,33,2942.91796875,-8.279668807983398,1136032,-7.74307107925415,0.007743071299046278,5480.2333984375,35500
32,0.0,-8.452949523925781,33,2943.4970703125,-8.460759162902832,1152032,-7.8099517822265625,0.007809952367097139,5939.1689453125,36000
32,0.0,-7.996753215789795,34,2943.09228515625,-8.004514694213867,1168032,-7.761587142944336,0.007761587388813496,5191.58056640625,36500
32,0.0,13.399374961853027,34,2943.294921875,13.391597747802734,1184032,-7.776928424835205,0.007776928599923849,1.7600743831280852e-06,37000
32,0.0,-8.389076232910156,35,2943.272216796875,-8.396856307983398,1200032,-7.780442237854004,0.007780442479997873,5739.078125,37500
32,0.0,-8.305699348449707,35,2942.906005859375,-8.313429832458496,1216032,-7.73052453994751,0.007730524986982346,5578.5830078125,38000
32,0.0,-8.124200820922852,36,2943.429443359375,-8.13199520111084,1232032,-7.794375419616699,0.0077943759970366955,5286.677734375,38500
32,0.0,-8.353768348693848,36,2943.057861328125,-8.361527442932129,1248032,-7.759296417236328,0.007759296800941229,5556.576171875,39000
32,0.0,-8.378037452697754,37,2943.601806640625,-8.385845184326172,1264032,-7.807419300079346,0.0078074196353554726,6073.4404296875,39500
32,0.0,-7.982987403869629,37,2943.202880859375,-7.990762233734131,1280032,-7.774815559387207,0.007774815894663334,4948.65869140625,40000
32,0.0,-8.224002838134766,37,2943.757080078125,-8.231815338134766,1296032,-7.812039852142334,0.007812040392309427,6491.5263671875,40500
32,0.0,-7.994340419769287,38,2943.32568359375,-8.00210952758789,1312032,-7.769288063049316,0.007769288495182991,4763.92578125,41000
32,0.0,-8.421817779541016,38,2942.982177734375,-8.429566383361816,1328032,-7.748144149780273,0.007748144678771496,6343.943359375,41500
32,0.0,-8.495516777038574,39,2943.4736328125,-8.503313064575195,1344032,-7.795945644378662,0.007795946206897497,5843.5341796875,42000
32,0.0,-8.63830852508545,39,2943.103759765625,-8.6460599899292,1360032,-7.751023292541504,0.00775102386251092,6351.20458984375,42500
32,0.0,-8.202993392944336,40,2943.640869140625,-8.210810661315918,1376032,-7.817150115966797,0.007817150093615055,5544.87890625,43000
32,0.0,-8.278732299804688,40,2943.240966796875,-8.286520004272461,1392032,-7.787249565124512,0.007787249982357025,5590.23095703125,43500
32,0.0,-8.249627113342285,41,2943.774169921875,-8.257445335388184,1408032,-7.81805419921875,0.007818054407835007,5633.1318359375,44000
32,0.0,-8.492330551147461,41,2943.34912109375,-8.50010871887207,1424032,-7.777800559997559,0.0077778007835149765,6082.970703125,44500
32,0.0,-6.742564678192139,42,2943.142822265625,-6.75032901763916,1440032,-7.764542579650879,0.007764542941004038,1307.066650390625,45000
32,0.0,-7.990246772766113,42,2943.455810546875,-7.998031139373779,1456032,-7.784535884857178,0.007784536108374596,5201.10107421875,45500
32,0.0,-8.446675300598145,43,2943.10693359375,-8.45444393157959,1472032,-7.769058704376221,0.007769058924168348,6441.7353515625,46000
32,0.0,-8.397459030151367,43,2943.562255859375,-8.405233383178711,1488032,-7.7740478515625,0.007774048019200563,5687.4169921875,46500
32,0.0,-8.09627628326416,44,2943.22119140625,-8.10406494140625,1504032,-7.7890706062316895,0.007789071183651686,5059.80517578125,47000
32,0.0,-8.332721710205078,44,2943.72314453125,-8.340533256530762,1520032,-7.81177282333374,0.007811773102730513,5653.0576171875,47500
32,0.0,-8.030558586120605,45,2943.325927734375,-8.038339614868164,1536032,-7.780884742736816,0.007780885323882103,4709.97998046875,48000
32,0.0,-7.572588920593262,45,2943.876220703125,-7.580425262451172,1552032,-7.836341857910156,0.007836341857910156,3683.059814453125,48500
32,0.0,-8.244719505310059,45,2943.456787109375,-8.252525329589844,1568032,-7.806248664855957,0.007806248962879181,5512.4169921875,49000
32,0.0,-8.185702323913574,46,2943.10693359375,-8.1934814453125,1584032,-7.779168128967285,0.007779168430715799,5164.369140625,49500
32,0.0,-8.134395599365234,46,2943.5634765625,-8.142206192016602,1600032,-7.811067581176758,0.007811068091541529,5186.2783203125,50000
32,0.0,-7.83806848526001,47,2943.18505859375,-7.845846176147461,1616032,-7.777703285217285,0.007777703460305929,4809.142578125,50500
32,0.0,-8.179616928100586,47,2943.6982421875,-8.187438011169434,1632032,-7.821464538574219,0.007821464911103249,5446.33642578125,51000
32,0.0,-8.548662185668945,48,2943.289306640625,-8.556442260742188,1648032,-7.780473709106445,0.00778047414496541,6628.5732421875,51500
32,0.0,-7.786441326141357,48,2943.82421875,-7.7942657470703125,1664032,-7.824644088745117,0.007824644446372986,4984.3037109375,52000
32,0.0,-8.359559059143066,49,2943.367919921875,-8.367328643798828,1680032,-7.770044326782227,0.007770044729113579,6185.6337890625,52500
32,0.0,-7.823167324066162,49,2943.949462890625,-7.831020355224609,1696032,-7.852794170379639,0.007852794602513313,5214.87109375,53000
