bc/loss,bc/prob_true_act,bc/epoch,bc/entropy,bc/l2_loss,batch_size,bc/l2_norm,bc/neglogp,bc/batch,bc/ent_loss,bc/samples_so_far
0.0008048367453739047,0.9992011785507202,32,0.0038343823980540037,0.0,32,7634.94287109375,0.0008086711168289185,19000,-3.834382368950173e-06,608032
0.0014624763280153275,0.9985519647598267,33,0.007016617804765701,0.0,32,7802.2119140625,0.0014694929122924805,19500,-7.016617928456981e-06,624032
0.004029134754091501,0.9961874485015869,34,0.012365446425974369,0.0,32,7946.14794921875,0.004041500389575958,20000,-1.2365447219053749e-05,640032
7.671021012356505e-05,0.9999226331710815,35,0.0006491662934422493,0.0,32,8134.45458984375,7.735937833786011e-05,20500,-6.49166338462237e-07,656032
0.0011883779661729932,0.9988284111022949,36,0.0051156324334442616,0.0,32,8286.0341796875,0.0011934936046600342,21000,-5.115632575325435e-06,672032
0.018572457134723663,0.9831902384757996,37,0.04725990444421768,0.0,32,8405.2783203125,0.01861971616744995,21500,-4.7259905841201544e-05,688032
0.08373667299747467,0.9698952436447144,37,0.01419742964208126,0.0,32,8572.767578125,0.08375087380409241,22000,-1.4197430573403835e-05,704032
0.00010399438178865239,0.999895453453064,38,0.000730977684725076,0.0,32,8714.091796875,0.00010472536087036133,22500,-7.309777174668852e-07,720032
0.016498617827892303,0.9854033589363098,39,0.03805047646164894,0.0,32,8847.5439453125,0.016536667943000793,23000,-3.80504789063707e-05,736032
0.005392877385020256,0.9948312044143677,40,0.019068004563450813,0.0,32,8990.208984375,0.005411945283412933,23500,-1.9068005713052116e-05,752032
0.005042186472564936,0.9950900077819824,41,0.019067322835326195,0.0,32,9153.9375,0.005061253905296326,24000,-1.9067323592025787e-05,768032
0.0004857847234234214,0.999513566493988,42,0.00288023822940886,0.0,32,9279.66796875,0.0004886649549007416,24500,-2.8802382985304575e-06,784032
0.00034906042856164277,0.9996497631072998,43,0.0022344477474689484,0.0,32,9446.455078125,0.0003512948751449585,25000,-2.2344479475577828e-06,800032
0.001220611622557044,0.998796284198761,43,0.005292002111673355,0.0,32,9607.818359375,0.0012259036302566528,25500,-5.292002242640592e-06,816032
0.0041865273378789425,0.9960625171661377,44,0.01228468306362629,0.0,32,9738.3330078125,0.004198811948299408,26000,-1.2284684089536313e-05,832032
0.0013724950840696692,0.998640775680542,45,0.006860674358904362,0.0,32,9850.8134765625,0.001379355788230896,26500,-6.860674602648942e-06,848032
0.00022305460879579186,0.9997761249542236,46,0.0014388344716280699,0.0,32,10009.58203125,0.00022449344396591187,27000,-1.4388344879989745e-06,864032
0.31495264172554016,0.8956339359283447,47,0.07627200335264206,0.0,32,10187.7568359375,0.3150289058685303,27500,-7.627200830029324e-05,880032
0.00033016243833117187,0.9996684193611145,48,0.00222659669816494,0.0,32,10369.1455078125,0.0003323890268802643,28000,-2.226596734544728e-06,896032
0.00017030905291903764,0.9998284578323364,49,0.0013374261325225234,0.0,32,10538.611328125,0.00017164647579193115,28500,-1.3374261698118062e-06,912032
0.04094040021300316,0.9677835702896118,49,0.06096712872385979,0.0,32,10667.791015625,0.041001368314027786,29000,-6.0967133322265e-05,928032
