bc/ent_loss,bc/prob_true_act,bc/l2_loss,bc/neglogp,bc/batch,bc/epoch,bc/samples_so_far,rollout/return_max,rollout/return_mean,bc/loss,bc/l2_norm,rollout/return_std,bc/entropy,rollout/return_min,batch_size
-4.9047717766370624e-05,0.9756412506103516,0.0,0.031103864312171936,500,1,16032,918.001708984375,826.5726318359375,0.031054817140102386,4718.3515625,129.8875274658203,0.049047715961933136,569.1026611328125,32
-2.6669171347748488e-05,0.9915164113044739,0.0,0.00908295065164566,1000,2,32032,920.5022583007812,709.3959350585938,0.009056281298398972,4884.52099609375,250.57496643066406,0.026669170707464218,367.7919616699219,32
-2.9103519409545697e-05,0.9857577085494995,0.0,0.01794024556875229,1500,4,48032,922.7059326171875,636.93310546875,0.017911141738295555,5025.5224609375,365.3085021972656,0.029103517532348633,2.2766876220703125,32
-1.4157074474496767e-05,0.9969148635864258,0.0,0.003142997622489929,0,0,32,921.3024291992188,799.22607421875,0.0031288405880331993,5140.927734375,233.73524475097656,0.014157073572278023,331.8133544921875,32
-1.0766449122456834e-05,0.9973512887954712,0.0,0.0027323365211486816,500,1,16032,908.9007568359375,660.9192504882812,0.0027215699665248394,5363.4677734375,289.5614013671875,0.010766448453068733,286.042724609375,32
-7.206446753116325e-05,0.9458613395690918,0.0,0.08359768986701965,1000,2,32032,914.1024780273438,783.77978515625,0.0835256278514862,5529.41943359375,235.08551025390625,0.07206446677446365,313.9493408203125,32
-1.2221971701364964e-05,0.9723657369613647,0.0,0.06664246320724487,1500,4,48032,876.193115234375,635.32666015625,0.06663024425506592,5675.2099609375,256.148193359375,0.012221971526741982,142.629638671875,32
-6.93547781338566e-06,0.9987549781799316,0.0,0.0012528374791145325,0,0,32,921.9064331054688,879.1495971679688,0.0012459020363166928,5807.3740234375,36.07872772216797,0.006935477256774902,812.8853149414062,32
-5.146536568645388e-05,0.9663625955581665,0.0,0.047565799206495285,500,1,16032,916.2064208984375,645.9248657226562,0.047514334321022034,6106.4912109375,250.75973510742188,0.051465362310409546,280.7010803222656,32
-5.684134066541446e-06,0.9991270303726196,0.0,0.000876694917678833,1000,2,32032,913.20068359375,436.70831298828125,0.0008710107649676502,6221.9609375,347.4853515625,0.005684133619070053,-40.39741516113281,32
-2.3920465537230484e-05,0.9910579323768616,0.0,0.01025875099003315,1500,3,48032,923.1021118164062,742.53076171875,0.010234830901026726,6341.41943359375,219.4707794189453,0.023920465260744095,354.5793762207031,32
-2.6803480068338104e-05,0.9914193153381348,0.0,0.009278930723667145,2000,4,64032,917.5057373046875,739.8566284179688,0.009252127259969711,6532.41748046875,238.1632537841797,0.026803478598594666,286.6697998046875,32
-1.2244954632478766e-05,0.9976198673248291,0.0,0.002408452332019806,0,0,32,921.3060913085938,896.39990234375,0.0023962073028087616,6533.80029296875,29.473018646240234,0.012244953773915768,839.8302001953125,32
-6.634491728618741e-05,0.9785338640213013,0.0,0.02362118661403656,500,1,16032,919.5057373046875,798.8455200195312,0.023554841056466103,6827.9326171875,208.69512939453125,0.06634491682052612,382.0259704589844,32
-1.7263248082599603e-05,0.9951859712600708,0.0,0.00503651425242424,1000,2,32032,921.8042602539062,805.8807373046875,0.00501925079151988,6977.57763671875,209.62594604492188,0.017263246700167656,386.8840637207031,32
-1.4221427591110114e-06,0.9997984170913696,0.0,0.00020201131701469421,1500,3,48032,920.1061401367188,905.6447143554688,0.00020058917289134115,7111.10888671875,15.727845191955566,0.0014221427263692021,875.0059204101562,32
-3.368160469108261e-05,0.96816486120224,0.0,0.058412011712789536,2000,4,64032,913.601806640625,797.3833618164062,0.05837833136320114,7291.3232421875,213.72264099121094,0.03368160128593445,370.2525939941406,32
-4.541411908576265e-05,0.9488489031791687,0.0,0.09966756403446198,0,0,32,910.5068969726562,630.68896484375,0.09962215274572372,7348.37255859375,283.8405456542969,0.045414116233587265,274.2039794921875,32
-8.980517122836318e-06,0.998435378074646,0.0,0.0015749745070934296,500,1,16032,908.9072265625,777.0615844726562,0.0015659939963370562,7617.115234375,245.95693969726562,0.008980516344308853,285.487060546875,32
-1.8636857930687256e-05,0.992956817150116,0.0,0.007873758673667908,1000,2,32032,915.3062133789062,773.6068115234375,0.007855121977627277,7707.779296875,255.70590209960938,0.018636856228113174,263.0267333984375,32
-2.157285598514136e-05,0.9928985238075256,0.0,0.007784828543663025,1500,3,48032,921.505615234375,849.6468505859375,0.007763255853205919,7808.10791015625,131.87265014648438,0.02157285436987877,586.0156860351562,32
-9.505553862254601e-06,0.9979802370071411,0.0,0.0020791860297322273,2000,4,64032,920.602294921875,882.7652587890625,0.0020696804858744144,7957.7548828125,56.8057746887207,0.009505553171038628,771.334228515625,32
-2.8501330234576017e-05,0.9914257526397705,0.0,0.009098529815673828,0,0,32,918.8041381835938,745.351318359375,0.00907002855092287,8140.3271484375,291.5261535644531,0.028501328080892563,163.14474487304688,32
-2.229657184216194e-05,0.9921925663948059,0.0,0.008675120770931244,500,1,16032,917.6060180664062,713.0408935546875,0.008652823977172375,8388.935546875,229.8661651611328,0.022296570241451263,417.05035400390625,32
-3.992490019300021e-05,0.9788297414779663,0.0,0.02733135223388672,1000,2,32032,892.1988525390625,613.8450927734375,0.027291426435112953,8552.017578125,231.31932067871094,0.039924897253513336,316.4756774902344,32
-2.0816517007915536e-06,0.9996685981750488,0.0,0.0003325268626213074,1500,3,48032,922.10595703125,771.2963256835938,0.0003304452111478895,8691.3037109375,280.57183837890625,0.002081651706248522,210.50534057617188,32
-2.0949797544744797e-05,0.9753766059875488,0.0,0.04763277247548103,2000,4,64032,915.7061157226562,840.0309448242188,0.047611821442842484,8832.80859375,75.69629669189453,0.020949795842170715,705.7399291992188,32
-8.62737033457961e-06,0.9981310367584229,0.0,0.0018967948853969574,0,0,32,918.5020751953125,774.2559814453125,0.001888167462311685,9020.33984375,273.89923095703125,0.008627369999885559,226.56585693359375,32
-5.741448330809362e-05,0.9679757356643677,0.0,0.04652607440948486,500,0,16032,916.1060180664062,774.5438232421875,0.04646866023540497,9274.7646484375,172.1759033203125,0.05741447955369949,480.0196533203125,32
-4.599545354722068e-05,0.9698787927627563,0.0,0.0430307611823082,1000,1,32032,915.3062133789062,903.7879638671875,0.04298476502299309,9405.3427734375,10.490053176879883,0.045995451509952545,889.0178833007812,32
-6.926897185621783e-06,0.9986670017242432,0.0,0.0013467669486999512,1500,2,48032,901.8030395507812,553.5390014648438,0.001339840004220605,9508.66796875,283.5311584472656,0.00692689698189497,231.21292114257812,32
-2.5604816983104683e-05,0.9927290678024292,0.0,0.007687797769904137,2000,3,64032,925.7018432617188,846.25439453125,0.007662192918360233,9665.9541015625,135.62901306152344,0.025604816153645515,575.6832275390625,32
-4.440377961145714e-05,0.9624494314193726,0.0,0.0703761950135231,2500,4,80032,923.6002197265625,909.1541137695312,0.07033178955316544,9856.3271484375,9.679059982299805,0.04440377652645111,896.7567749023438,32
-3.0708757549291477e-05,0.9909607172012329,0.0,0.009606078267097473,0,0,32,920.5008544921875,749.0989990234375,0.009575369767844677,9871.880859375,230.2919464111328,0.030708756297826767,332.1390380859375,32
-1.642311326577328e-05,0.9960924386978149,0.0,0.004117544740438461,500,0,16032,912.3059692382812,706.6806640625,0.004101121798157692,10149.203125,192.91552734375,0.016423111781477928,387.1821594238281,32
-9.046187187777832e-06,0.9981505274772644,0.0,0.0018753930926322937,1000,1,32032,920.9069213867188,849.9315185546875,0.00186634692363441,10295.6123046875,102.25206756591797,0.009046186693012714,647.7553100585938,32
-1.8690896467887796e-05,0.9939203858375549,0.0,0.00653829425573349,1500,2,48032,907.9027709960938,894.9671630859375,0.006519603542983532,10435.4228515625,14.675333023071289,0.018690895289182663,872.8905639648438,32
-5.712270194635494e-06,0.9990061521530151,0.0,0.0010011568665504456,2000,3,64032,913.6058959960938,750.8682861328125,0.0009954445995390415,10595.197265625,200.85447692871094,0.005712269805371761,403.9628601074219,32
-1.0182142432313412e-05,0.9976068735122681,0.0,0.0024520233273506165,2500,4,80032,917.5036010742188,866.2344970703125,0.0024418411776423454,10759.236328125,80.3136215209961,0.01018214225769043,706.7896118164062,32
-6.165127160784323e-06,0.9676244258880615,0.0,0.3030104339122772,0,0,32,922.5059814453125,666.7492065429688,0.30300426483154297,10825.5517578125,309.9208984375,0.0061651268042624,267.21722412109375,32
-5.708224853151478e-05,0.972072958946228,0.0,0.039676886051893234,500,0,16032,922.3004150390625,796.4401245117188,0.0396198034286499,11191.72265625,207.45655822753906,0.057082246989011765,382.19732666015625,32
-2.9052556783426553e-05,0.9679528474807739,0.0,0.07055695354938507,1000,1,32032,908.107421875,849.9342041015625,0.07052790373563766,11336.3447265625,87.08563995361328,0.029052555561065674,676.6754760742188,32
-1.7880536688608117e-05,0.9687719345092773,0.0,0.08960646390914917,1500,2,48032,924.20361328125,783.9129028320312,0.08958858251571655,11445.4033203125,172.52838134765625,0.01788053661584854,492.665283203125,32
-3.7719253214163473e-06,0.9993768930435181,0.0,0.0006261616945266724,2000,3,64032,920.0054931640625,904.7845458984375,0.0006223897798918188,11544.5615234375,10.706523895263672,0.003771925112232566,892.5751342773438,32
-3.512275725370273e-06,0.9994159936904907,0.0,0.000588688999414444,2500,4,80032,918.8020629882812,786.8214721679688,0.0005851767491549253,11688.841796875,256.22906494140625,0.0035122756380587816,274.3913879394531,32
-1.2387640708766412e-05,0.968889594078064,0.0,0.0980282574892044,0,0,32,923.90087890625,892.8343505859375,0.09801586717367172,11874.4052734375,44.83095169067383,0.012387639842927456,803.6539306640625,32
-7.322444616875146e-06,0.9985780119895935,0.0,0.0014382069930434227,500,0,16032,918.002685546875,898.3933715820312,0.0014308845857158303,12178.306640625,18.73817253112793,0.00732244411483407,871.1571044921875,32
-1.983588163056993e-06,0.9997128248214722,0.0,0.0002877339720726013,1000,1,32032,914.4022827148438,756.740966796875,0.0002857503714039922,12342.8525390625,284.8628845214844,0.001983588095754385,188.25189208984375,32
-2.3030837837723084e-05,0.9915095567703247,0.0,0.009583852253854275,1500,2,48032,904.1077880859375,744.2764282226562,0.009560821577906609,12436.181640625,136.2810516357422,0.023030836135149002,543.3214721679688,32
-1.7627991837798618e-05,0.9952470660209656,0.0,0.004937894642353058,2000,3,64032,917.1055297851562,712.3558349609375,0.004920266568660736,12580.369140625,252.3387908935547,0.01762799173593521,334.0631408691406,32
-4.890061973128468e-07,0.9999454021453857,0.0,5.461648106575012e-05,2500,4,80032,920.70361328125,907.2575073242188,5.4127474868437275e-05,12674.259765625,10.857657432556152,0.0004890061682090163,889.8724365234375,32
-1.461445299355546e-05,0.9715970158576965,0.0,0.06960761547088623,3000,4,96032,887.1825561523438,856.2015380859375,0.06959299743175507,12886.7041015625,44.15113830566406,0.014614452607929707,768.6201171875,32
-5.695603135791316e-07,0.9999340772628784,0.0,6.590038537979126e-05,0,0,32,915.3067016601562,907.9560546875,6.533082341775298e-05,12911.796875,7.68936824798584,0.0005695602740161121,893.4522094726562,32
-8.346127287950367e-06,0.998203456401825,0.0,0.0018300265073776245,500,0,16032,912.9058227539062,909.9437255859375,0.001821680343709886,13093.6318359375,2.8272464275360107,0.008346127346158028,905.003173828125,32
-8.984687269730784e-07,0.9998920559883118,0.0,0.00010799616575241089,1000,1,32032,913.0020751953125,862.5904541015625,0.00010709769412642345,13245.189453125,96.4399185180664,0.0008984686573967338,669.7447509765625,32
-2.385936113569187e-06,0.9996141195297241,0.0,0.0003873594105243683,1500,2,48032,919.5022583007812,898.072265625,0.00038497347850352526,13330.65234375,20.208423614501953,0.002385935978963971,870.2470092773438,32
-7.389326128759421e-06,0.9984245300292969,0.0,0.0016035214066505432,2000,3,64032,908.6070556640625,749.7060546875,0.0015961320605129004,13483.49609375,268.1101989746094,0.007389325648546219,214.6370849609375,32
-6.460665190388681e-06,0.99878990650177,0.0,0.0012202505022287369,2500,3,80032,924.6005249023438,908.4685668945312,0.0012137898011133075,13642.4296875,12.631063461303711,0.006460664793848991,892.2850341796875,32
-2.406072962912731e-05,0.9922322630882263,0.0,0.008360262960195541,3000,4,96032,913.9024658203125,809.6671752929688,0.00833620224148035,13901.4873046875,175.0814208984375,0.024060728028416634,460.6607666015625,32
