bc/entropy,batch_size,bc/ent_loss,rollout/return_std,bc/samples_so_far,rollout/return_min,bc/loss,rollout/return_mean,bc/l2_norm,bc/epoch,rollout/return_max,bc/l2_loss,bc/prob_true_act,bc/neglogp,bc/batch
-8.336033821105957,32,0.00833603460341692,212.00042724609375,48032,452.14404296875,-8.875673985516116,707.3291015625,4153.751953125,4,928.006103515625,0.0,12575.940607821238,-8.884010020119533,1500
-8.060731887817383,32,0.008060731925070286,135.23658752441406,32,550.2032470703125,-5.7788128393759965,812.4421997070312,4175.0546875,0,936.9990234375,0.0,3434.854023389812,-5.786873571301067,0
-8.071294784545898,32,0.008071294985711575,45.106990814208984,16032,810.4171752929688,-6.565682766056732,890.4605712890625,4226.37109375,1,935.6016235351562,0.0,2806.297264740275,-6.573754061042443,500
-8.221046447753906,32,0.00822104699909687,23.598590850830078,32032,864.2974243164062,-9.041138632336056,887.0048828125,4277.77587890625,2,932.0053100585938,0.0,9751.818825998236,-9.049359679335153,1000
-8.382974624633789,32,0.008382975123822689,231.56703186035156,48032,321.59796142578125,-8.912509945948761,783.3606567382812,4326.51806640625,4,931.9022216796875,0.0,10179.62839761706,-8.920892921072584,1500
-8.45059871673584,32,0.008450599387288094,41.86440658569336,32,803.5844116210938,-7.9419054726073615,861.6515502929688,4355.70849609375,0,933.3018188476562,0.0,10441.292996226226,-7.9503560719946496,0
-8.26479434967041,32,0.008264794945716858,128.6904754638672,16032,574.2544555664062,-7.565535913771601,826.1570434570312,4399.86083984375,1,934.205810546875,0.0,7173.537475433154,-7.573800708717318,500
-8.531696319580078,32,0.00853169709444046,156.35992431640625,32032,504.0228271484375,-9.0731747723674,813.9776611328125,4441.18994140625,2,930.10546875,0.0,12388.061402190553,-9.08170646946184,1000
-8.542289733886719,32,0.008542289957404137,150.66165161132812,48032,540.2745361328125,-8.315540083123231,839.4420166015625,4485.86669921875,3,928.6996459960938,0.0,11854.864026819809,-8.324082373080635,1500
-8.669351577758789,32,0.008669352158904076,213.87057495117188,32,444.8225402832031,-9.151417791154973,706.9595947265625,4518.85302734375,0,895.9441528320312,0.0,14731.359191755833,-9.160087143313877,0
-8.533197402954102,32,0.008533197455108166,146.64662170410156,16032,563.1709594726562,-8.087844376343934,817.6848754882812,4556.3369140625,1,931.0054321289062,0.0,7683.960853765373,-8.096377573799042,500
-8.745820999145508,32,0.008745821192860603,167.07058715820312,32032,498.84918212890625,-9.444886086172072,821.3395385742188,4589.7080078125,2,934.5053100585938,0.0,16560.79778339417,-9.453631907364933,1000
-8.753864288330078,32,0.008753865025937557,266.45001220703125,48032,319.8675231933594,-6.103013763179858,662.6983642578125,4629.75146484375,3,888.8604736328125,0.0,4749.44073871322,-6.111767628205795,1500
-8.443971633911133,32,0.00844397209584713,64.2828140258789,64032,762.0828247070312,-8.249653877396264,884.5656127929688,4669.84814453125,4,936.9027709960938,0.0,5261.6235369572205,-8.258097849492112,2000
-8.421876907348633,32,0.008421877399086952,31.240942001342773,32,866.2271728515625,-6.939690487465176,905.8230590820312,4671.603515625,0,934.3053588867188,0.0,5582.740790661717,-6.948112364864263,0
-8.441353797912598,32,0.008441354148089886,174.17465209960938,16032,465.3670349121094,-8.837171569582422,811.319580078125,4700.75927734375,1,934.0009155273438,0.0,11475.541223610597,-8.845612923730512,500
-8.465750694274902,32,0.008465751074254513,72.60527038574219,32032,630.6521606445312,-8.666801630925566,764.7996826171875,4732.93310546875,2,828.5786743164062,0.0,10792.403426858104,-8.67526738199982,1000
-8.820487022399902,32,0.008820487186312675,76.48660278320312,48032,738.7069091796875,-8.47025713277382,866.4566650390625,4761.2763671875,3,928.2059326171875,0.0,12685.255393602652,-8.479077619960133,1500
-8.99549674987793,32,0.008995497599244118,158.05726623535156,64032,518.904296875,-7.968864421792127,832.6243286132812,4796.96435546875,4,936.2051391601562,0.0,8273.830532426502,-7.9778599193913715,2000
-8.940826416015625,32,0.00894082710146904,33.19973373413086,32,845.4039306640625,-6.982033932446662,904.13916015625,4806.5927734375,0,934.3037719726562,0.0,10005.637667149276,-6.990974759548131,0
-8.785820960998535,32,0.008785821497440338,25.251113891601562,16032,882.1554565429688,-9.314118417511779,914.5101318359375,4838.27099609375,1,938.09912109375,0.0,14887.298247280778,-9.322904239009219,500
-8.917840003967285,32,0.00891784019768238,155.11337280273438,32032,598.2354125976562,-8.802864294700207,792.63720703125,4860.375,2,934.4026489257812,0.0,15603.534898469117,-8.81178213489789,1000
-9.115363121032715,32,0.009115363471210003,131.64724731445312,48032,552.7456665039062,-9.278956103313874,801.3076782226562,4888.24609375,3,932.4050903320312,0.0,19860.97252977237,-9.288071466785084,1500
-9.247884750366211,32,0.009247885085642338,169.4443359375,64032,493.7447814941406,-9.901369299489918,770.3333129882812,4916.2998046875,4,932.1050415039062,0.0,29201.6253215173,-9.91061718457556,2000
-9.029834747314453,32,0.00902983546257019,205.68287658691406,32,398.1231384277344,-8.407992203520475,807.5728759765625,4934.74853515625,0,932.3049926757812,0.0,23947.489599575856,-8.417022038983045,0
-8.971535682678223,32,0.00897153653204441,37.17985534667969,16032,817.2078247070312,-9.804137317264015,867.4845581054688,4959.89404296875,1,903.0072021484375,0.0,24352.282352946822,-9.81310885379606,500
-8.994790077209473,32,0.008994790725409985,226.2041473388672,32032,350.1568298339844,-9.58798895954941,800.8222045898438,4983.3916015625,2,930.4014282226562,0.0,21298.369264363464,-9.59698375027482,1000
-9.137184143066406,32,0.009137184359133244,184.78428649902344,48032,327.9947509765625,-10.120127565279631,656.4555053710938,5006.90478515625,3,874.2001342773438,0.0,28383.96007526743,-10.129264749638764,1500
-9.12789249420166,32,0.009127892553806305,102.96864318847656,64032,658.74267578125,-9.1272833584209,862.1243286132812,5030.2216796875,4,931.005126953125,0.0,15007.833236070512,-9.136411250974707,2000
-9.335107803344727,32,0.00933510810136795,148.8654327392578,32,527.6246337890625,-1.9357610988930118,801.2864990234375,5050.17626953125,0,929.8054809570312,0.0,3463.7570942816155,-1.9450962069943798,0
-9.030905723571777,32,0.009030906483530998,29.088905334472656,16032,868.9548950195312,-8.91208612084926,911.48876953125,5071.0029296875,0,938.0006713867188,0.0,23970.84835492529,-8.92111702733279,500
-8.406571388244629,32,0.008406572043895721,28.66412353515625,32032,850.1669311523438,-8.775032598870396,887.2691650390625,5094.1474609375,1,937.0994262695312,0.0,9220.527979648077,-8.783439170914292,1000
-8.346336364746094,32,0.008346336893737316,126.88213348388672,48032,601.651611328125,-8.619300930668377,824.7822265625,5104.6337890625,2,933.304931640625,0.0,10962.778420527644,-8.627647267562114,1500
-8.52443790435791,32,0.008524438366293907,39.48681640625,64032,815.32080078125,-9.033965403425581,868.2457275390625,5115.0634765625,3,930.804443359375,0.0,13433.219422991955,-9.042489841791875,2000
-8.726016998291016,32,0.00872601754963398,82.66384887695312,80032,699.99951171875,-8.81538787895839,802.5420532226562,5129.71630859375,4,921.0026245117188,0.0,11686.174914582054,-8.824113896508024,2500
-8.69338607788086,32,0.008693386800587177,121.0103530883789,32,608.6466674804688,-9.294198592534014,847.7122802734375,5132.37890625,0,928.9048461914062,0.0,17644.957069674914,-9.302891979334602,0
-8.813246726989746,32,0.008813247084617615,141.639404296875,16032,496.5578918457031,-8.289094760061715,742.81689453125,5150.56494140625,0,886.3598022460938,0.0,12377.762067941567,-8.297908007146333,500
-8.601642608642578,32,0.008601643145084381,41.21021270751953,32032,828.8261108398438,-8.524806936476386,877.5974731445312,5170.828125,1,926.803955078125,0.0,10708.895378690555,-8.53340857962147,1000
-8.490443229675293,32,0.008490443229675293,206.00018310546875,48032,283.89593505859375,-7.384924262084301,581.7003173828125,5185.22119140625,2,915.107421875,0.0,6290.051764375728,-7.393414705313976,1500
-8.79823112487793,32,0.00879823137074709,195.3296356201172,64032,424.2682189941406,-9.137491469663402,811.8980102539062,5197.82861328125,3,935.80078125,0.0,16500.821789485482,-9.14628970103415,2000
-8.601560592651367,32,0.008601561188697815,50.305877685546875,80032,803.1136474609375,-9.258944806941706,903.6051635742188,5217.31689453125,4,933.4039306640625,0.0,14567.099959799165,-9.267546368130404,2500
-8.854165077209473,32,0.00885416567325592,162.8117218017578,32,503.1713562011719,-9.938563953946456,820.6768798828125,5222.2236328125,0,940.402099609375,0.0,23117.934090216804,-9.947418119619712,0
-9.020710945129395,32,0.009020711295306683,128.84474182128906,16032,609.160888671875,-8.02510591573796,866.8148193359375,5237.2783203125,0,933.8041381835938,0.0,9088.0818246675,-8.034126627033267,500
-9.015761375427246,32,0.009015762247145176,254.1498565673828,32032,263.27801513671875,-9.5330050460635,762.9550170898438,5253.51123046875,1,935.2042846679688,0.0,23140.99099458714,-9.542020808310646,1000
-8.712977409362793,32,0.008712978102266788,182.73643493652344,48032,438.2015686035156,-9.378734893323324,793.8368530273438,5272.62158203125,2,930.404052734375,0.0,15194.10853274397,-9.387447871425591,1500
-8.313607215881348,32,0.008313607424497604,238.45460510253906,64032,307.6390380859375,-8.385575552447072,781.4073486328125,5290.51025390625,3,934.80078125,0.0,7288.998333501708,-8.39388915987157,2000
-8.624760627746582,32,0.008624761365354061,136.7620391845703,80032,545.2833862304688,-9.367105997767807,814.2651977539062,5301.7294921875,4,928.6030883789062,0.0,15258.268487396625,-9.37573075913316,2500
-8.833383560180664,32,0.00883338414132595,108.7260513305664,32,546.3538818359375,-8.606461503529815,671.0567626953125,5309.2333984375,0,845.8689575195312,0.0,10681.257950710742,-8.61529488767114,0
-8.947068214416504,32,0.008947068825364113,165.5465850830078,16032,564.7006225585938,-6.536654992324464,793.2760009765625,5324.55517578125,0,934.4039916992188,0.0,3634.0792211486732,-6.545602061149828,500
-9.065633773803711,32,0.009065634571015835,176.783447265625,32032,437.4949035644531,-9.440686722562432,766.2827758789062,5339.81396484375,1,935.2024536132812,0.0,19528.614769837994,-9.449752357133448,1000
-8.97641372680664,32,0.008976413868367672,221.22596740722656,48032,338.77093505859375,-9.717096612337926,762.8558349609375,5354.59912109375,2,931.3004760742188,0.0,22477.18120339446,-9.726073026206294,1500
-9.0308837890625,32,0.009030884131789207,124.9123764038086,64032,618.044921875,-9.561864147632466,867.8126831054688,5370.73046875,3,933.8014526367188,0.0,21462.262302230374,-9.570895031764255,2000
-9.058320999145508,32,0.009058321826159954,178.74282836914062,80032,470.4656982421875,-9.213012655825324,725.8339233398438,5386.810546875,4,929.8043823242188,0.0,14802.01474623182,-9.222070977651484,2500
-9.160222053527832,32,0.009160222485661507,40.11741638183594,32,814.482421875,-9.323172690771374,874.5184326171875,5398.48193359375,0,923.3007202148438,0.0,15421.48963874414,-9.332332913257035,0
-9.216702461242676,32,0.009216702543199062,140.3660430908203,16032,592.8572387695312,-9.39063944870403,777.7904052734375,5412.705078125,0,908.2017822265625,0.0,25009.108638057645,-9.39985615124723,500
-9.428301811218262,32,0.009428301826119423,168.1523895263672,32032,451.39678955078125,-9.272483372581267,764.6100463867188,5429.6572265625,1,925.7998046875,0.0,23573.305381158087,-9.281911674407386,1000
-9.439900398254395,32,0.009439900517463684,24.816648483276367,48032,875.10107421875,-9.705755033343106,913.1378784179688,5446.373046875,2,937.8995971679688,0.0,32383.28536511698,-9.71519493386057,1500
-9.390841484069824,32,0.00939084216952324,46.95160675048828,64032,806.1492309570312,-9.98171824972398,888.2313232421875,5461.4140625,3,934.3056030273438,0.0,34281.65678955447,-9.991109091893502,2000
-9.501274108886719,32,0.009501274675130844,219.5281524658203,80032,418.8627014160156,-9.774772284971164,700.3070068359375,5475.94677734375,4,931.0054931640625,0.0,36757.36426275392,-9.784273559646294,2500
-9.405516624450684,32,0.009405517019331455,98.26490020751953,96032,665.2505493164062,-9.833593268209064,843.9733276367188,5491.32470703125,4,932.2012329101562,0.0,34142.874350422775,-9.842998785228396,3000
-9.457221031188965,32,0.009457221254706383,64.19400787353516,32,763.9263916015625,-10.404719270681067,888.6043701171875,5493.9111328125,0,932.2012329101562,0.0,39382.2974856193,-10.414176491935773,0
-9.272424697875977,32,0.009272425435483456,54.2734375,16032,800.9371948242188,-10.059560648374841,875.8873901367188,5509.830078125,0,934.1038818359375,0.0,32272.443534498878,-10.068833073810325,500
-9.397605895996094,32,0.009397606365382671,165.08697509765625,32032,515.0768432617188,-9.476682329162958,750.8736572265625,5522.97705078125,1,938.4048461914062,0.0,21116.973040602446,-9.486079935528341,1000
-9.482635498046875,32,0.009482636116445065,190.37124633789062,48032,401.395751953125,-10.146037349865868,768.9664916992188,5537.97705078125,2,931.6051025390625,0.0,34907.180147653315,-10.155519985982313,1500
-9.540104866027832,32,0.009540105238556862,120.91249084472656,64032,631.685546875,-10.262614128343062,788.5185546875,5552.720703125,3,933.5004272460938,0.0,39201.17936517943,-10.272154233581618,2000
-9.519298553466797,32,0.009519298560917377,40.42433547973633,80032,812.4706420898438,-10.317919825403516,887.6780395507812,5566.923828125,3,926.2007446289062,0.0,41629.4737067122,-10.327439123964433,2500
-9.618284225463867,32,0.009618285112082958,104.1984634399414,96032,661.7167358398438,-10.0629895506233,820.5889892578125,5579.80517578125,4,940.5011596679688,0.0,38300.232062210416,-10.072607835735383,3000
