bc/epoch,bc/entropy,bc/ent_loss,bc/l2_norm,batch_size,bc/prob_true_act,bc/loss,bc/l2_loss,bc/samples_so_far,bc/neglogp,bc/batch
15,0.029340583831071854,-2.934058466053102e-05,9051.1845703125,32,0.9900919198989868,0.01108124852180481,0.0,720032,0.011110588908195496,22500
15,0.03733867406845093,-3.733867561095394e-05,9250.314453125,32,0.9635887145996094,0.09205106645822525,0.0,736032,0.09208840876817703,23000
16,0.029441606253385544,-2.944160769402515e-05,9407.052734375,32,0.990741491317749,0.010017101652920246,0.0,752032,0.010046543553471565,23500
16,0.06744612753391266,-6.744613347109407e-05,9564.1201171875,32,0.976401150226593,0.02615303359925747,0.0,768032,0.026220479980111122,24000
17,0.03315681964159012,-3.3156822610180825e-05,9797.4326171875,32,0.9765392541885376,0.03689729422330856,0.0,784032,0.036930449306964874,24500
17,0.11217139661312103,-0.0001121714012697339,9959.84375,32,0.9228531122207642,0.12344840168952942,0.0,800032,0.12356057018041611,25000
17,0.0031997105106711388,-3.1997105907066725e-06,10142.48046875,32,0.99951171875,0.00048647852963767946,0.0,816032,0.0004896782338619232,25500
18,0.06380435079336166,-6.380435661412776e-05,10313.828125,32,0.9614574909210205,0.05820414051413536,0.0,832032,0.05826794356107712,26000
18,0.04922572523355484,-4.922572770738043e-05,10469.83984375,32,0.9597254395484924,0.06346262246370316,0.0,848032,0.06351184844970703,26500
18,0.05357270687818527,-5.357270856620744e-05,10649.509765625,32,0.9770370721817017,0.027046330273151398,0.0,864032,0.02709990367293358,27000
19,0.0030120054725557566,-3.012005663549644e-06,10856.296875,32,0.9995545148849487,0.00044391851406544447,0.0,880032,0.00044693052768707275,27500
19,0.007649404928088188,-7.649405233678408e-06,11016.673828125,32,0.9982107877731323,0.0018252753652632236,0.0,896032,0.0018329247832298279,28000
19,0.08907750993967056,-8.907751180231571e-05,11190.5478515625,32,0.9419490694999695,0.08452603965997696,0.0,912032,0.08461511880159378,28500
20,0.04601270332932472,-4.6012704842723906e-05,11375.15234375,32,0.9801517128944397,0.023899884894490242,0.0,928032,0.023945897817611694,29000
20,0.010298535227775574,-1.0298535926267505e-05,11552.125,32,0.9981092810630798,0.0019017141312360764,0.0,944032,0.0019120126962661743,29500
20,0.047126010060310364,-4.712601366918534e-05,11718.451171875,32,0.9848026037216187,0.016282333061099052,0.0,960032,0.016329459846019745,30000
21,0.0015641304198652506,-1.5641304571545334e-06,11854.2685546875,32,0.9997603893280029,0.00023868729476816952,0.0,976032,0.00024025142192840576,30500
21,0.031049294397234917,-3.1049294193508103e-05,12008.26171875,32,0.9886225461959839,0.01263898704200983,0.0,992032,0.012670036405324936,31000
21,0.002534892875701189,-2.5348929284518817e-06,12168.3037109375,32,0.9996211528778076,0.0003773329663090408,0.0,1008032,0.0003798678517341614,31500
22,0.018024366348981857,-1.8024367818725295e-05,12334.02734375,32,0.9923577904701233,0.008715538308024406,0.0,1024032,0.008733563125133514,32000
22,0.048728883266448975,-4.8728885303717107e-05,12494.3212890625,32,0.9787903428077698,0.027059078216552734,0.0,1040032,0.027107806876301765,32500
22,0.01671058125793934,-1.671058271313086e-05,12647.5458984375,32,0.9959901571273804,0.004124061204493046,0.0,1056032,0.004140771925449371,33000
23,0.007823544554412365,-7.823545274732169e-06,12813.9169921875,32,0.998519778251648,0.0014863819815218449,0.0,1072032,0.0014942055568099022,33500
23,0.03371270000934601,-3.371270213392563e-05,12976.916015625,32,0.9899856448173523,0.010689196176826954,0.0,1088032,0.01072290912270546,34000
23,0.07426971197128296,-7.426971569657326e-05,13192.7998046875,32,0.9499880075454712,0.07548466324806213,0.0,1104032,0.07555893063545227,34500
24,0.011564403772354126,-1.1564404303499032e-05,13302.03125,32,0.99779212474823,0.002218276960775256,0.0,1120032,0.0022298414260149,35000
24,0.005716067738831043,-5.7160677897627465e-06,13474.0537109375,32,0.9989762902259827,0.0010257497197017074,0.0,1136032,0.0010314658284187317,35500
24,0.01754804328083992,-1.754804361553397e-05,13644.693359375,32,0.9957042336463928,0.004393612965941429,0.0,1152032,0.004411160945892334,36000
25,0.0021165304351598024,-2.11653059523087e-06,13778.90625,32,0.9997103214263916,0.00028795693651773036,0.0,1168032,0.0002900734543800354,36500
25,0.04405391588807106,-4.4053918827557936e-05,13910.0185546875,32,0.9399244785308838,0.134626567363739,0.0,1184032,0.13467061519622803,37000
26,0.01260450016707182,-1.2604500625457149e-05,14100.5419921875,32,0.9960752725601196,0.004168486222624779,0.0,1200032,0.004181090742349625,37500
26,0.015136992558836937,-1.5136993170017377e-05,14219.1845703125,32,0.9734018445014954,0.05833655595779419,0.0,1216032,0.05835169181227684,38000
26,0.022293195128440857,-2.2293195797828957e-05,14394.78125,32,0.9938966035842896,0.00634846743196249,0.0,1232032,0.006370760500431061,38500
27,0.0066607240587472916,-6.660724466200918e-06,14563.4404296875,32,0.998414158821106,0.0016171486349776387,0.0,1248032,0.0016238093376159668,39000
27,0.009871076792478561,-9.871077054413036e-06,14719.162109375,32,0.9972602128982544,0.0028466666117310524,0.0,1264032,0.002856537699699402,39500
27,0.03183826804161072,-3.18382699333597e-05,14873.1650390625,32,0.9567601680755615,0.10678161680698395,0.0,1280032,0.1068134531378746,40000
28,0.043365124613046646,-4.3365125748096034e-05,15063.826171875,32,0.9735177755355835,0.037354908883571625,0.0,1296032,0.03739827498793602,40500
28,0.001965079689398408,-1.9650797185022384e-06,15213.1337890625,32,0.9997199773788452,0.00027850084006786346,0.0,1312032,0.0002804659307003021,41000
28,0.006230564787983894,-6.230565304576885e-06,15342.939453125,32,0.9987372756004333,0.0012692492455244064,0.0,1328032,0.001275479793548584,41500
29,0.02767968736588955,-2.7679689083015546e-05,15492.279296875,32,0.9864560961723328,0.016806405037641525,0.0,1344032,0.016834083944559097,42000
29,0.000375443632947281,-3.754436477265699e-07,15663.2353515625,32,0.9999550580978394,4.458136027096771e-05,0.0,1360032,4.495680332183838e-05,42500
29,0.0007145011331886053,-7.145011409193103e-07,15856.58984375,32,0.9999009966850281,9.842292638495564e-05,0.0,1376032,9.913742542266846e-05,43000
30,0.05004420503973961,-5.004420745535754e-05,15981.2958984375,32,0.9849057197570801,0.01624724641442299,0.0,1392032,0.016297290101647377,43500
30,0.019835589453577995,-1.983559013751801e-05,16113.3525390625,32,0.9785858392715454,0.036021921783685684,0.0,1408032,0.036041758954524994,44000
30,0.03199022635817528,-3.199022830813192e-05,16286.322265625,32,0.9826768636703491,0.022400034591555595,0.0,1424032,0.022432025521993637,44500
31,0.01424547377973795,-1.424547463102499e-05,16409.720703125,32,0.995412290096283,0.004908658564090729,0.0,1440032,0.004922904074192047,45000
31,0.0347670316696167,-3.4767032047966495e-05,16580.673828125,32,0.9874845743179321,0.01403909269720316,0.0,1456032,0.01407385990023613,45500
31,0.005396995693445206,-5.3969961300026625e-06,16766.3515625,32,0.9991528391838074,0.000844818539917469,0.0,1472032,0.0008502155542373657,46000
32,0.001254752278327942,-1.254752305612783e-06,16878.5078125,32,0.9998184442520142,0.0001806213695090264,0.0,1488032,0.00018187612295150757,46500
32,0.0006757382652722299,-6.757383061994915e-07,17022.775390625,32,0.9999094009399414,9.00201775948517e-05,0.0,1504032,9.069591760635376e-05,47000
32,0.000648242887109518,-6.482429171228432e-07,17175.19140625,32,0.9999161958694458,8.32303921924904e-05,0.0,1520032,8.387863636016846e-05,47500
33,0.012848865240812302,-1.2848865480918903e-05,17293.185546875,32,0.9957334399223328,0.0045655774883925915,0.0,1536032,0.004578426480293274,48000
33,0.030629828572273254,-3.062983159907162e-05,17421.779296875,32,0.9867298603057861,0.015472744591534138,0.0,1552032,0.015503374859690666,48500
34,0.02367846854031086,-2.3678469005972147e-05,17610.728515625,32,0.9893112182617188,0.012726845219731331,0.0,1568032,0.01275052409619093,49000
34,0.00048133867676369846,-4.813387022295501e-07,17735.72265625,32,0.999944806098938,5.468648669193499e-05,0.0,1584032,5.5167824029922485e-05,49500
34,0.03679219260811806,-3.679219298646785e-05,17854.15234375,32,0.979156494140625,0.02725333534181118,0.0,1600032,0.02729012817144394,50000
35,0.021659914404153824,-2.1659914636984468e-05,17983.119140625,32,0.9749902486801147,0.04677681624889374,0.0,1616032,0.046798475086688995,50500
35,0.020487021654844284,-2.0487022993620485e-05,18144.162109375,32,0.9889060854911804,0.013673931360244751,0.0,1632032,0.013694418594241142,51000
35,0.02507614903151989,-2.5076149540836923e-05,18297.546875,32,0.9813686609268188,0.027427706867456436,0.0,1648032,0.027452783659100533,51500
36,8.691701805219054e-05,-8.691701935958918e-08,18449.734375,32,0.9999909996986389,8.905934009817429e-06,0.0,1664032,8.99285078048706e-06,52000
36,0.0026151882484555244,-2.615188350318931e-06,18564.615234375,32,0.999603271484375,0.00039493103395216167,0.0,1680032,0.0003975462168455124,52500
36,0.006069139577448368,-6.06913999945391e-06,18760.646484375,32,0.9987578392028809,0.0012500423472374678,0.0,1696032,0.0012561115436255932,53000
37,0.0289312694221735,-2.8931270207976922e-05,18885.46484375,32,0.9855421185493469,0.01805856078863144,0.0,1712032,0.018087491393089294,53500
37,0.0006532648112624884,-6.53264862648939e-07,18988.693359375,32,0.9999240636825562,7.529516005888581e-05,0.0,1728032,7.594842463731766e-05,54000
37,0.06385093182325363,-6.385093729477376e-05,19111.4453125,32,0.9619527459144592,0.053598105907440186,0.0,1744032,0.05366195738315582,54500
38,0.022127170115709305,-2.2127171177999116e-05,19246.197265625,32,0.990965723991394,0.01032929215580225,0.0,1760032,0.010351419448852539,55000
38,0.06475715339183807,-6.47571578156203e-05,19409.98046875,32,0.9137823581695557,0.19535192847251892,0.0,1776032,0.19541668891906738,55500
38,0.029704686254262924,-2.970468813145999e-05,19552.96875,32,0.979883074760437,0.02916017360985279,0.0,1792032,0.029189879074692726,56000
39,0.009899492375552654,-9.899492397380527e-06,19704.203125,32,0.9969982504844666,0.003145833034068346,0.0,1808032,0.0031557325273752213,56500
39,2.9313665436347947e-05,-2.9313666161101537e-08,19810.373046875,32,0.9999974966049194,2.5187848677887814e-06,0.0,1824032,2.5480985641479492e-06,57000
39,0.000946891843341291,-9.468918733546161e-07,19914.212890625,32,0.9998683929443359,0.00013083897647447884,0.0,1840032,0.00013178586959838867,57500
40,0.0047220392152667046,-4.722039648186183e-06,20054.1015625,32,0.9989399909973145,0.0010731162037700415,0.0,1856032,0.0010778382420539856,58000
40,4.935095785185695e-05,-4.9350958875038486e-08,20196.28515625,32,0.9999955296516418,4.428447937243618e-06,0.0,1872032,4.477798938751221e-06,58500
40,0.0032490023877471685,-3.24900247505866e-06,20324.37890625,32,0.9994479417800903,0.0005519291735254228,0.0,1888032,0.0005551781505346298,59000
41,0.00041611315100453794,-4.161131812452368e-07,20442.7265625,32,0.9999501705169678,4.943199746776372e-05,0.0,1904032,4.984810948371887e-05,59500
41,0.03685309737920761,-3.685310002765618e-05,20625.4140625,32,0.9696640372276306,0.05764898657798767,0.0,1920032,0.057685840874910355,60000
41,0.006428553722798824,-6.4285541157005355e-06,20745.203125,32,0.9986838698387146,0.0013237757375463843,0.0,1936032,0.0013302043080329895,60500
42,0.003915060311555862,-3.9150604607129935e-06,20883.1328125,32,0.9993655681610107,0.0006327556911855936,0.0,1952032,0.0006366707384586334,61000
42,0.0009713034960441291,-9.713035069580656e-07,20999.15625,32,0.9998704195022583,0.00012880291615147144,0.0,1968032,0.00012977421283721924,61500
43,0.016579853370785713,-1.6579853763687424e-05,21141.267578125,32,0.9953511953353882,0.004844156559556723,0.0,1984032,0.004860736429691315,62000
43,0.0004392684204503894,-4.392684331833152e-07,21306.611328125,32,0.9999507665634155,4.8831421736394987e-05,0.0,2000032,4.9270689487457275e-05,62500
43,0.022089039906859398,-2.2089041522121988e-05,21440.646484375,32,0.9837536811828613,0.022845745086669922,0.0,2016032,0.022867834195494652,63000
44,0.017044169828295708,-1.7044170817825943e-05,21576.3203125,32,0.9928403496742249,0.008106316439807415,0.0,2032032,0.008123360574245453,63500
44,0.002199903130531311,-2.199903292421368e-06,21667.630859375,32,0.9996721744537354,0.00032629247289150953,0.0,2048032,0.0003284923732280731,64000
44,0.034080442041158676,-3.408044358366169e-05,21810.626953125,32,0.9868714809417725,0.015047628432512283,0.0,2064032,0.015081709250807762,64500
45,0.006290488876402378,-6.290489181992598e-06,21927.134765625,32,0.9702984690666199,0.09369325637817383,0.0,2080032,0.09369954466819763,65000
45,0.025560539215803146,-2.5560540962032974e-05,22050.515625,32,0.9801835417747498,0.029813433066010475,0.0,2096032,0.02983899414539337,65500
45,0.002821241272613406,-2.8212414235895267e-06,22241.955078125,32,0.9995485544204712,0.00044999897363595665,0.0,2112032,0.00045282021164894104,66000
46,0.00047422971692867577,-4.7422975057997974e-07,22415.658203125,32,0.999945878982544,5.3639338148059323e-05,0.0,2128032,5.4113566875457764e-05,66500
46,0.0009548936504870653,-9.54893721427652e-07,22542.181640625,32,0.9998800754547119,0.00011905533028766513,0.0,2144032,0.00012001022696495056,67000
46,0.01945512741804123,-1.9455128494882956e-05,22693.009765625,32,0.9780093431472778,0.037871234118938446,0.0,2160032,0.037890687584877014,67500
47,1.3626305189973209e-05,-1.3626305417346884e-08,22817.798828125,32,0.999998927116394,1.0741584901552415e-06,0.0,2176032,1.087784767150879e-06,68000
47,9.486274393566418e-06,-9.486274876735479e-09,22980.427734375,32,0.9999992847442627,6.834177384007489e-07,0.0,2192032,6.92903995513916e-07,68500
47,0.007709978148341179,-7.709978490311187e-06,23082.3203125,32,0.9979989528656006,0.0020569427870213985,0.0,2208032,0.002064652740955353,69000
48,0.0008626690832898021,-8.626691396784736e-07,23207.61328125,32,0.9998803734779358,0.00011900972458533943,0.0,2224032,0.00011987239122390747,69500
48,0.02263486571609974,-2.2634867491433397e-05,23295.01171875,32,0.9785102605819702,0.0353061780333519,0.0,2240032,0.03532881289720535,70000
48,0.050486303865909576,-5.048630555393174e-05,23393.4921875,32,0.9754413962364197,0.030042268335819244,0.0,2256032,0.03009275533258915,70500
49,0.0034195787739008665,-3.419578888497199e-06,23534.763671875,32,0.9994372725486755,0.000561312073841691,0.0,2272032,0.0005647316575050354,71000
49,0.0012382890563458204,-1.2382890872686403e-06,23684.6875,32,0.9998067617416382,0.00019251405319664627,0.0,2288032,0.00019375234842300415,71500
49,0.012851271778345108,-1.2851272003899794e-05,23834.130859375,32,0.9965187311172485,0.0036125732585787773,0.0,2304032,0.0036254245787858963,72000
